KEY,English,Turkish,German,Spanish,Italian,Portuguese,French,Hungarian,Polish,Russian,Malay,Czech,Thai,Chinese,Korean,Japanese,Arabic,Indonesian,Romanian,Vietnamese
END_29_1,"Don't try this at home, kids. Well, you adults either actually!","Bunu sakın evde denemeyin, bu sefer şaka değil! :)","Versucht das nicht zu Hause, Kinder. Und ihr Erwachsenen am Besten auch nicht!",No lo intenten en casa. ¡Ni fuera de casa tampoco!,"Bambini, non provateci a casa! In effetti, neanche gli adulti dovrebbero provarci.","Não tentem isso em casa, crianças. Pensando bem, nem vocês, adultos!",N’essayez pas de faire ça chez vous !,"Ezt ne próbáljátok ki otthon, kedves gyerekek! De ti sem, tisztelt felnőtt játékosok!","Dzieci, nie róbcie tego w domu! Dorośli zresztą też!","Не повторяйте это дома, дети. И взрослые тоже!","Anak-anak, DILARANG cuba aksi ni di rumah. Termasuk yang dewasa juga!","Děti, nezkoušejte to doma. Vlastně ani vy, dospělí!",อย่าไปลองทำตาม ที่บ้านนะเด็กๆ เอ่อ...ผู้ใหญ่ก็ด้วย!,小孩子千萬別在家嘗試。 大人也不應該嘗試。,집에서 시도하지 마세요. 당신은 성인입니다!,良い子たちは、くれぐれも家でマネしないように。あ、もちろん大人も！,لا تحاولوا هذا في المنزل يا أطفال، وأنتم أيضا أيها الكبار!,"Anak-anak, jangan mencoba-coba ini di rumah! Oh, ini juga berlaku untuk para orang tua!","Copii, nu încercați asta acasă! De fapt, nici părinții voștri.",Đừng có mà thử làm thế ở nhà. Người lớn hay trẻ nhỏ gì cũng đừng nghịch dại nhé!
END_3_1,How many cats do you need to have before getting the official 'cat-lady' title?,Çok saol...Balığımı da kedilere verdiğine göre akşam yemeğe sizdeyim ona göre... :),"Wie viele Katzen brauchst du, um den offiziellen Titel 'Katzentante' verliehen zu bekommen?",¿Cuántos mininos hay que tener para que te consideren una loca de los gatos?,"Quanti gatti servono per ottenere ufficialmente il titolo di """"gattara pazza""""?",Quantos gatos precisa ter para virar oficialmente a tia dos gatos?,Combien faut-il de chats pour devenir une « folle au chat » ?,"Hivatalosan hány macska után érdemli ki valaki a """"macskás nő"""" címet?",Możesz mnie oficjalnie nazywać „kociarą”.,"Сколько нужно кошек, чтобы официально называться кошатницей?",Nak kena ada berapa ekor meow lagi sebelum layak dapat gelaran 'mama meow'?,"Kolik koček musí mít, aby se mohla právoplatně nazývat „kočičí dámou“?",ต้องมีแมวกี่ตัวถึงจะได้ เป็น 'ทาสแมว' นะ?,當喵星人的奴僕也是很幸福的！,'고양이 부인' 명칭을 얻으려면 고양이를 얼마나 키워야 할까요?,何匹の猫を飼えば、公式に「猫女」の称号を得られるのかしら？,كم عدد القطط التي تحتاجها قبل الحصول على لقب سيدة القطط الرسمي؟,Syarat menjadi 'cat-woman' itu harus punya berapa kucing ya?,De la câte pisici în sus ajungi să te știe lumea drept ”tanti cu pisicile”?,Cần nuôi bao nhiêu con mèo để có thể chính thức nhận được danh hiệu 'tiểu thư meo meo' nhỉ?
END_30_1,"That's not how clean energy works. But anything goes with this crazy game, I guess.","Bazı espriler bayat da olsa tadından yenmez, klasikten vazgeçemeyenler için :))",So funktioniert saubere Energie nicht. Aber in diesem irren Spiel geht anscheinend alles.,"Alguien no sabe lo que quiere decir """"energía limpia""""... Pero al parecer todo vale en este juego.",Quindi è così che funziona l'energia pulita. Immagino che per questo gioco valga tutto.,"Não é bem assim que funciona a energia limpa... Mas acho que vale tudo nesse jogo maluco, né?","Ce n’est pas vraiment ça, l’énergie propre. Plus rien ne m’étonne, dans ce jeu.","A tiszta energia nem teljesen ezt jelenti. De ebben a játékban ez belefér, asszem.",Czystą energię uzyskuje się w inny sposób. Ale w tej szalonej grze wszystko jest możliwe.,"На самом деле чистая энергия так не работает. Но в этой невероятной игре, я думаю, все возможно.","Macam tulah baru tenaga bersih. Tapi, memang banyak benda tak masuk akal dalam permainan gila ni.",Takhle čistá energie nefunguje. Ale v téhle bláznivé hře jde asi všechno.,จริงๆ พลังงานสะอาด  ไม่ใช่แบบนี้หรอก  แต่ในเกมกวนๆ นี้ อะไรก็เป็นไปได้หมด,清潔能源才不是這個意思！ 唉，算了。這遊戲本來就有點搞怪。,이건 실제 청정에너지 작동 방식이 아닙니다. 하지만 이 정신 나간 게임에 뭐든 어울리군요.,これはクリーンエネルギーの仕組みではありません。でも、このクレイジーなゲームでは何でもアリです。,هذه ليست الطريقة التي تعمل بها الطاقة النظيفة. لكن أعتقد أن كل شيء يتماشى مع هذه اللعبة المجنونة.,Sumber energi listrik bersih bukan berarti baterainya yang bersih! Tapi di gim ini sekarepmu sajalah!,"Ai văzut cum funcționează aici energia curată? Cred că în jocul ăsta trăznit, totul e posibil.",Năng lượng sạch không hoạt động theo cách đó đâu. Nhưng tôi đoán là trong trò chơi này thì cái quái gì cũng có thể xảy ra.
END_31_1,Easy for Lily! Where can you find some dirt to get onto these days?!,Bediş'e hava hoş tabi! Biz bu kadar beton arasında toprağı nerden bulalım...,Wo kann man sonst heutzutage noch Erde finden? Alles nur noch Beton!,"¡Cuidado, Lily! No te vayas a ensuciar.","Facile, per Lilli. Ma ormai dove si trova della terra da calpestare?",Pra Lily é fácil! Mas onde a gente arranjaria terra nos dias de hoje?,Pauvre Lily ! C’est de plus en plus dur de se reconnecter à la nature !,"Csengének könnyű! De akik betondzsungelben élnek, hol az ördögbe találjanak földet ilyen esetekben?!",Szczęściara z tej Lidki! Gdzie tu teraz znaleźć czystą ziemię?!,Для Лили — раз плюнуть! Где в наши дни можно найти почву так просто?!,Nasib baik Lily! Ingat senang ke nak jumpa tanah sekarang ni?,Snadné jako facka! Kde dneska seženeš takovouhle krásnou hlínu?!,โชคดีไปนะสายฝน! ทุกวันนี้แทบจะหา พื้นดินไม่ได้แล้ว!,莉莉真走運。 真的觸電要接地的話可沒這麼簡單！,이건 식은 죽 먹기죠! 그런데 요즘 어디에서 흙을 찾을 수 있죠?!,リリーには楽勝！最近はどこで土を踏めるのだろうか？！,من السهل على ليلى! أين يمكنك أن تجد بعض التراب لتقف عليه هذه الأيام ؟!,Di mana lagi harus mencari tanah kosong di antara hutan beton ibu kota?!,Mare noroc pe Lia! Mai găsești în ziua de azi pământ gol?,Lily lại Lí Lắc! Tìm đâu ra đất bẩn như thế ở thời đại ngày nay cơ chứ?!
END_32_1,Oh I see... That's why Winnie is the only one wearing a shirt. A shirt keeps a bear calm.,Anlaşılan bu sıra kırmızı renk ayılar arasında çok moda.,"Oh, jetzt verstehe ich, warum nur Winnie ein Hemd trägt. Hemden beruhigen Bären wohl.","Ah, ya veo... Es por eso que Winnie usa camisetas. Todos los osos deberían hacer lo mismo.","Oh, capisco... Per questo Winnie è l'unico che indossa una maglietta. Le magliette rosse ammansiscono gli orsi.","Ah, entendi... Por isso o Ursinho Pooh é o único da turma que veste uma camiseta! Uma camiseta mantém um urso calmo.","Oh, je vois... C’est pour ça que Winnie était le seul qui était habillé. Son t-shirt le rendait calme.","Minden világos... Micimackó is azért visel pólót, hogy féken tartsa a benne rejlő fenevadat.",Już rozumiem... To dlatego Puchatek chodzi w koszulce. To uspokaja niedźwiedzie.,"Вот видишь... Поэтому Винни единственный, кто носит кофточку. Кофточка успокаивает медведя.",Oh baru aku faham... Sebab tulah Winnie cuma pakai baju merah je. Beruang suka bila pakai baju.,Aha! Proto Pú nosil tričko. Díky němu jsou medvědi klidnější.,เข้าใจแล้วว่าทำไม วินนี่เดอะพูห์ ถึงใส่เสื้อสีแดงไว้ตลอด,原來如此⋯ 維尼是因為穿了紅衣性情才這麼好。,아하... 그래서 위니만 옷을 입고 있군요. 옷은 곰을 진정시킵니다.,なるほど...だから唯一プーさんだけがシャツを着ているのね。シャツはクマを落ち着かせるの。,أوه فهمت ... لهذا السبب ويني هو الوحيد الذي يرتدي قميصًا. القميص يحافظ على هدوء الدب.,"Oh, pantas saja cuma Winnie the Pooh yang berbusana. Memakai baju membuatnya kalem.",Ați văzut? Chiar și Moș Martin e liniștit când se îmbracă după ultima modă.,Ồ hiểu rồi... Hèn gì Winnie the Pooh là chú gấu duy nhất mặc áo. Áo sẽ giúp gấu tịnh tâm.
END_33_1,"Leave me alone, peeky creepy!",Bi rahat bırak ya! Kıl kuyruk!,"Lass mich in Ruhe, Glubschauge!","¡Ya déjame sola, mirona!","Lasciami in pace, impicciona!","Me deixe em paz, sua enxerida!","Laisse-moi tranquille, sale fouineuse !","Hagyjál már, te leskelődős tökfej!",Co za wstrętna podglądaczka!,"Оставь меня в покое, коварная шпионка!",Jangan kacau akulah budak kemetot!,"Nech mě na pokoji, ty otravo!",อย่ายุ่งกับฉัน ยัยเด็กชอบถ้ำมอง!,離我遠點，討厭鬼！,"날 좀 내버려둬, 소름끼치는 태리!",放っておいて、不気味なのぞき屋さん！,اتركيني وشأني، يا لك من غريبة الأطوار!,Dasar kepo! Tukang intip nanti matanya bintitan lho!,"Nu te mai uita, băgăcioaso!","Để chị yên, bé bi bủm bủm!"
END_33_2,"Mom, Lily is calling me names again!",Anneee!! Üüüüü!!! Bediş bana vurdu!,"Mama, Lilli gibt mir schon wieder gemeine Namen!","¡Mamá, Lily me insultó de nuevo!",Mamma! Lilli mi tratta male!,"Mamãe, a Lily tá me xingando de novo!","Maman, Lily est méchante !",Anya! Csenge megint csúnyát mondott rám!,"Mamo, Lidka znów się przezywa!","Мама, Лиля опять обзывается!","Mak, Lily kata adik kemetot lagi!","Mami, Lucka mi zase nadává!",แม่คะ สายฝนเรียกหนู แบบนี้อีกแล้ว!,媽咪！莉莉又在欺負我了！,"엄마, 릴리가 또  욕해요!",ママ、リリーがまた私を侮辱するよ！,أمي، ليلى تناديني بكلمات بزيئة مرة أخرى!,"Ma, aku diejek Kak Licca terus!","Mamă, Lia mă poreclește din nou!","Mẹ ơi, chị Lily lại chọc con nè!"
END_34_1,"Wow, the saying 'put a sock in it' wasn't figurative after all!",Sus deyince susmazsan böyle olur işte!,"Wenn du nicht Ruhe gibst, wenn man es dir sagt, passiert das halt.",Recordatorio: los calcetines no solo sirven para cubrirse los pies.,II ritmo comunque era decisamente in...calzante!,Não quero ouvir nem mais MEIA palavra!,Ça lui apprendra à se taire quand on le lui demande !,"Lenyűgöző, hogy egy zoknit mennyi mindenre lehet használni!","Wow, zwykła skarpetka może zdziałać cuda!",Так тебе и надо! Носочек пригодился!,"Sapa suruh cari pasal, kan dah mendapat!","Ukázalo se, že ponožky mají vícero využití.",ว้าว ฉันเชื่อแล้วว่า ถุงเท้าทำประโยชน์ ได้หลายอย่าง!,哇，把嘴巴塞住就真的住口了!,"우와, '양말을 넣어라'는 비유가 아니었구나!",静かにしていれば良かったのに、自業自得ね！,واو، فعلا الهدوء والسكون نعمة!,Makan itu kaus kaki! Makanya jangan berisik!,Se pare că șosetele au întrebuințări multiple.,"À thì, im lặng là vàng mà!"
END_36_1,Nobody can touch my candies! They are my... PRECIOUSSSess...,Kimse şekerlerime dokunamaz! Kıymetlimisss...,Niemand darf meine Süßigkeiten anrühren! Sie sind... mein... SCHATZSSSSS...,¡Nadie tocará mis caramelos! Son mis... PRECIOSSSoss...,Nessuno può toccare le mie caramelle! Sono il mio TESSSORO!,Ninguém pode tocar nos meus doces! Eles são meus... PreecIOOSOOSSS...,Personne ne touche à mes bonbons ! Mes... PRÉCIIIIIIIEEEEEEUUUUX !,Senki nem nyúlhat egy ujjal sem a cukorkáimhoz! Ők az én... DRÁGASÁGAIIIM...,Nie dotykać moich cukierków! To moje... SSSKARBY...,Никто не может прикасаться к моим конфетам! Они моя... п-п-п-прелесть...,Sesiapa pun tak bolah makan gula-gula aku! Gula-gula ni... Lily yang PUNYA...,Ať se nikdy nedotýká mých sladkosti! Jsou to moji… MILÁŠKOVÉ!,ไม่ว่าใครก็แตะต้องขนม ของฉันไม่ได้! รู้จักไหม ของรักของข้า...น่ะ,沒有人可以動我的糖果！ 它們是我的寶貝⋯！,아무도 내 사탕을 못 만져! 마이 프레셔스...,キャンディーは、誰にも触らせないわ！私の...愛しいしと...!,لا يجب على أحد لمس الحلوى الخاصة بي!,Nggak ada yang boleh menyentuh permenku! Permenku adalah 'MY PRECIOUSSS'!,Nimeni nu se poate atinge de bomboanele mele! Sunt ale mele PREȚIOASSSeee...,Không ai có thể chạm vào kẹo của Lily Lí Lắc! Đó là... KHO BÁU của tôi đấy...
END_37_1,Weeeeeeeee!!! Who needs Disneyland?!,Heheyyy! Metrobüste ayakta durmaktan bile daha heyecanlı!,Wooooooow!!! Wer braucht Disneyland?!,¡¡Vivaaa!! Esto es mejor que los parques de Disney.,Urraaaaaaaà! Chi ha bisogno di Eurodisney?!,Weeeeeeeee!!! Quem precisa ir pra Disney assim?!,Youpiiiiiiii ! Pas besoin d’aller à Disney !,Juhéééééé!!! Kinek kell Disneyland?!,Husiuuuu! Na co komu lunapark?!,Юху-у-у-у-у! Да кому нужен этот ваш Диснейленд!,Weeeeeeeee!!! Wah! Macam naik roller coaster!,Juhúúúúú! Kdo potřebuje Disneyland?!,วู้วววว!! สนุกกว่าไป ดิสนีย์แลนด์อีก?!,耶！這比雲霄飛車還好玩？！,위이이이이이이!!! 디즈니랜드 갈 사람?!,きゃ～!!! ディズニーランドなんて目じゃないわ!,وييييييي!!! من يحتاج ديزني لاند ؟!,Waaaaaaaah!!! Sekarang nggak perlu lagi ke Dufan!,Uraaaaaaa!!! Cui îi mai trebuie Disneyland?,Aaaaaaaaaaaaa!!! Ai cần đi Disneyland nữa chứ?!
END_38_1,I hope this formula will cure your social media addiction.,Umalım da bu karışım senin magazin bağımlılığını tedavi etsin :),"Ich hoffe, diese Rezeptur wird deine Sucht nach sozialen Medien heilen.",Espero que este invento cure la adicción por las redes sociales.,Spero che questa formula possa curare la tua dipendenza da social media.,Espero que essa fórmula crie a cura para o vício em redes sociais.,J’espère que ce produit vous guérira de votre addiction aux réseaux sociaux.,"Remélem, ezzel a kotyvalékkal segíthetek a közösségimédia-függőségeden!","Mam nadzieję, że ta mikstura wyleczy uzależnienie od mediów społecznościowych.","Надеюсь, эта формула вылечит твою зависимость от социальных сетей.",Semoga formula ini akan ubati ketagihan media sosial korang.,"Doufám, že tato směs vyléčí tvoji závislost na sociálních sítích.",ผมหวังว่าสูตรนี้จะช่วย รักษาอาการติดโซเชียล ของคุณได้นะ,我希望這個配方能治好你的網路成癮症。,이 혼합 공식이 당신의 SNS 중독을 치료할 수 있기를 바랍니다.,この製法で、あなたのソーシャルメディア中毒が治ることを願っています。,آمل أن يعالج هذه الدواء إدمان وسائل التواصل الاجتماعي.,Semoga obat ini bisa menyembuhkanmu dari kecanduan media sosial.,Sper că loțiunea te va scăpa de dependența ta de rețelele de socializare.,Hy vọng công thức này sẽ chữa khỏi chứng nghiện mạng xã hội của bạn.
